customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-01049,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),28.27,201.57,No
CUST-01050,Male,0,Yes,Yes,61,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),55.6,3428.27,No
CUST-01051,Female,0,Yes,No,72,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Mailed check,54.65,3872.01,No
CUST-01052,Male,1,No,Yes,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.84,1733.22,No
CUST-01053,Male,0,Yes,No,24,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,61.35,1463.3,No
CUST-01054,Male,0,Yes,No,7,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),48.29,356.31,Yes
CUST-01055,Male,0,No,No,61,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,83.07,5081.69,No
CUST-01056,Male,1,Yes,Yes,36,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,77.23,2831.8,Yes
CUST-01057,Female,0,No,Yes,27,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,53.45,1514.34,No
CUST-01058,Male,0,Yes,No,29,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),64.09,1768.11,Yes
CUST-01059,Female,0,No,No,20,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,79.9,1664.71,Yes
CUST-01060,Female,0,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,31.38,2263.87,No
CUST-01061,Male,0,No,Yes,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),62.93,128.8,Yes
CUST-01062,Male,1,Yes,No,39,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,60.5,2441.39,No
CUST-01063,Male,0,Yes,No,45,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,60.07,2700.02,Yes
CUST-01064,Male,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,83.75,5690.12,Yes
CUST-01065,Female,0,Yes,No,31,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,33.08,1016.33,No
CUST-01066,Male,0,No,No,38,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,84.51,3236.96,Yes
CUST-01067,Male,0,Yes,Yes,6,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),80.1,440.01,No
CUST-01068,Male,1,Yes,No,8,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),59.77,463.2,No
CUST-01069,Male,0,Yes,Yes,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.3,645.6,No
CUST-01070,Male,0,No,No,15,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,39.55,638.72,Yes
CUST-01071,Male,0,Yes,No,8,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),68.98,503.32,No
CUST-01072,Female,0,No,No,54,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,71.56,3884.48,Yes
CUST-01073,Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,58.14,324.72,Yes
CUST-01074,Male,0,No,No,29,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),59.79,1695.45,No
CUST-01075,Male,0,No,No,34,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,35.9,1266.67,No
CUST-01076,Male,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.89,113.17,Yes
CUST-01077,Female,0,No,No,40,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),64.44,2658.58,No
CUST-01078,Male,0,No,No,13,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),60.36,747.43,No
CUST-01079,Female,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.93,1722.41,No
CUST-01080,Male,1,No,Yes,65,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),65.09,4228.34,No
CUST-01081,Male,0,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),26.61,1067.75,No
CUST-01082,Male,0,Yes,No,42,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),57.76,2537.31,Yes
CUST-01083,Male,0,No,No,66,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),90.7,6007.26,Yes
CUST-01084,Female,0,No,Yes,11,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),51.24,672.79,Yes
CUST-01085,Female,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),77.36,3859.84,Yes
CUST-01086,Male,0,Yes,Yes,71,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Mailed check,68.32,4827.63,No
CUST-01087,Male,0,Yes,No,35,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),74.36,2568.61,Yes
CUST-01088,Female,0,No,No,20,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,63.16,1245.78,Yes
CUST-01089,Female,0,No,No,28,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,52.47,1461.39,No
CUST-01090,Female,0,No,Yes,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),77.24,2734.15,No
CUST-01091,Female,1,Yes,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),60.32,196.56,Yes
CUST-01092,Male,0,Yes,Yes,59,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),79.64,4666.2,No
CUST-01093,Female,0,Yes,No,27,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),42.96,1149.78,No
CUST-01094,Male,0,Yes,No,32,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,61.96,2027.73,Yes
CUST-01095,Female,0,No,No,48,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),58.61,2863.48,No
CUST-01096,Female,0,Yes,No,46,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.8,3828.52,Yes
CUST-01097,Female,0,No,No,47,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,62.51,2976.42,No
CUST-01098,Female,1,No,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),70.47,2781.95,Yes
CUST-01099,Female,1,No,No,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),27.33,18.0,No
CUST-01100,Male,0,Yes,Yes,29,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,74.46,2195.23,Yes
CUST-01101,Male,0,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.07,1610.76,No
CUST-01102,Female,1,Yes,Yes,50,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,84.63,4162.51,Yes
CUST-01103,Female,0,No,No,10,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),79.85,711.38,Yes
CUST-01104,Male,1,No,Yes,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,84.48,5170.74,No
CUST-01105,Female,0,Yes,Yes,61,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),51.99,3203.77,No
CUST-01106,Female,0,Yes,No,23,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),66.77,1433.57,Yes
CUST-01107,Male,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),30.21,113.68,No
CUST-01108,Female,0,No,No,60,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),50.34,3028.49,No
CUST-01109,Female,0,No,Yes,27,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,77.53,2091.52,Yes
CUST-01110,Male,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,65.79,3685.83,Yes
CUST-01111,Male,0,Yes,No,31,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,62.66,1957.48,Yes
CUST-01112,Male,0,Yes,No,30,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),79.77,2443.76,Yes
CUST-01113,Female,0,Yes,No,67,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,80.32,5330.78,Yes
CUST-01114,Male,0,No,No,13,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,48.51,639.74,Yes
CUST-01115,Male,0,Yes,No,59,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),70.92,4086.22,Yes
CUST-01116,Male,0,Yes,No,54,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),84.76,4629.83,No
CUST-01117,Male,0,No,No,21,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,93.0,1952.94,No
CUST-01118,Male,1,Yes,No,43,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,56.94,2413.01,Yes
CUST-01119,Male,1,No,Yes,11,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,71.95,719.33,Yes
CUST-01120,Female,0,Yes,Yes,67,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Mailed check,57.65,3849.39,No
CUST-01121,Female,0,No,No,38,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,52.77,1937.75,No
CUST-01122,Male,0,Yes,Yes,24,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,73.42,1822.31,No
CUST-01123,Male,1,No,Yes,51,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,73.96,3644.31,Yes
CUST-01124,Male,0,Yes,No,61,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,68.12,4200.37,Yes
CUST-01125,Female,0,Yes,No,46,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,62.85,2771.06,Yes
CUST-01126,Female,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.52,828.44,No
CUST-01127,Female,0,Yes,No,27,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),55.58,1569.35,Yes
CUST-01128,Female,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.65,568.1,No
CUST-01129,Female,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.63,1887.79,No
CUST-01130,Female,1,No,Yes,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),76.31,789.31,No
CUST-01131,Female,1,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,61.41,198.62,No
CUST-01132,Female,0,Yes,No,60,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Electronic check,71.23,4209.95,No
CUST-01133,Female,0,Yes,No,27,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,59.24,1609.11,No
CUST-01134,Male,0,Yes,No,45,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,67.07,3043.27,No
CUST-01135,Male,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.52,1502.62,No
CUST-01136,Male,0,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),79.26,1899.32,Yes
CUST-01137,Male,0,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),29.52,1365.97,No
CUST-01138,Female,0,No,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.28,1483.51,No
CUST-01139,Female,0,No,No,63,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),54.69,3471.54,No
CUST-01140,Male,0,No,No,4,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,75.08,399.18,Yes
CUST-01141,Female,0,Yes,No,16,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Mailed check,75.01,1142.32,Yes
CUST-01142,Male,0,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),34.97,1827.36,No
CUST-01143,Female,1,No,Yes,48,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,54.96,2625.76,Yes
CUST-01144,Male,1,Yes,Yes,65,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,89.98,5843.91,No
CUST-01145,Female,1,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,81.18,5601.42,Yes
CUST-01146,Female,0,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Electronic check,68.66,3100.6,No
CUST-01147,Male,0,Yes,Yes,3,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,44.14,114.71,Yes
CUST-01148,Female,0,No,No,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.23,350.0,Yes
CUST-01149,Male,1,No,No,37,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),75.59,2885.4,No
CUST-01150,Male,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),69.99,356.35,No
CUST-01151,Male,0,Yes,Yes,47,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,76.35,3611.39,No
CUST-01152,Male,0,No,No,44,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,64.13,2845.34,No
CUST-01153,Female,0,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),28.9,953.07,No
CUST-01154,Female,0,No,No,21,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),57.48,1211.55,No
CUST-01155,Female,0,No,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.75,1753.14,No
CUST-01156,Male,0,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),68.85,4717.01,No
CUST-01157,Female,0,No,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.0,906.72,No
CUST-01158,Male,1,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),57.5,1401.52,Yes
CUST-01159,Female,0,Yes,Yes,35,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,58.18,2008.53,No
CUST-01160,Female,0,Yes,No,18,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),80.56,1529.41,Yes
CUST-01161,Female,0,No,Yes,67,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,66.36,4390.27,Yes
CUST-01162,Male,1,Yes,Yes,54,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Mailed check,67.23,3526.53,No
CUST-01163,Female,0,No,No,26,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,70.1,1858.43,Yes
CUST-01164,Female,1,No,No,60,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,64.35,3957.47,Yes
CUST-01165,Male,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.57,1724.27,No
CUST-01166,Female,1,Yes,No,51,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,65.14,3280.71,No
CUST-01167,Male,1,No,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),32.5,1937.03,No
CUST-01168,Female,0,Yes,Yes,59,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,67.37,3911.53,Yes
CUST-01169,Male,0,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),71.35,1229.54,Yes
CUST-01170,Male,0,No,No,21,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.81,1168.44,Yes
CUST-01171,Female,0,No,No,67,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),62.66,4216.53,Yes
CUST-01172,Male,0,Yes,Yes,28,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,77.63,2165.5,Yes
CUST-01173,Male,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,21.31,934.89,No
CUST-01174,Male,0,No,Yes,70,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,56.04,3962.09,No
CUST-01175,Male,0,No,No,62,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,57.68,3583.87,Yes
CUST-01176,Male,0,Yes,Yes,42,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,54.86,2314.05,No
CUST-01177,Male,0,No,Yes,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,76.64,1658.66,No
CUST-01178,Female,0,No,No,38,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),57.98,2260.64,No
CUST-01179,Male,0,Yes,No,14,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,65.11,931.67,No
CUST-01180,Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.14,534.0,No
CUST-01181,Female,0,Yes,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),32.69,1298.39,No
CUST-01182,Female,1,Yes,Yes,54,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),85.34,4615.12,Yes
CUST-01183,Female,0,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.81,380.32,Yes
CUST-01184,Female,0,Yes,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.04,595.61,No
CUST-01185,Female,0,No,Yes,42,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Credit card (automatic),79.42,3300.21,No
CUST-01186,Female,0,No,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,77.94,3174.76,Yes
CUST-01187,Female,1,Yes,Yes,50,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),77.71,3854.48,No
CUST-01188,Male,1,Yes,No,3,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,70.6,170.15,Yes
CUST-01189,Male,0,No,Yes,31,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),84.74,2608.7,No
CUST-01190,Female,0,No,Yes,15,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,67.55,1045.47,Yes
CUST-01191,Male,0,No,Yes,54,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),67.09,3606.88,No
CUST-01192,Male,0,No,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,30.1,1552.39,No
CUST-01193,Male,1,Yes,Yes,45,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,88.93,4001.79,No
CUST-01194,Female,0,Yes,No,38,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),69.98,2686.31,Yes
CUST-01195,Female,0,No,Yes,50,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,85.16,4226.18,Yes
CUST-01196,Male,0,No,Yes,24,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,51.23,1228.26,No
CUST-01197,Female,1,Yes,Yes,17,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,54.18,870.5,Yes
CUST-01198,Male,0,No,No,18,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,56.83,944.09,No
CUST-01199,Male,0,No,No,42,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),51.56,2140.36,Yes
CUST-01200,Male,0,No,No,17,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,76.04,1216.9,Yes
CUST-01201,Male,0,Yes,No,16,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),56.49,1031.5,Yes
CUST-01202,Female,0,No,Yes,52,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),77.93,4113.96,No
CUST-01203,Female,1,No,Yes,36,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),63.16,2254.26,No
CUST-01204,Female,0,No,No,39,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),55.8,2172.34,Yes
CUST-01205,Male,0,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,84.78,2098.12,Yes
CUST-01206,Female,0,No,No,42,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),72.46,3092.25,No
CUST-01207,Male,0,No,No,21,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),63.44,1361.68,Yes
CUST-01208,Female,0,No,No,68,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),71.11,4807.41,No
CUST-01209,Male,0,Yes,No,59,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,51.93,3062.29,Yes
CUST-01210,Male,0,Yes,Yes,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.06,1001.32,No
CUST-01211,Male,1,No,Yes,57,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,61.01,3578.87,Yes
CUST-01212,Female,0,Yes,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),35.33,1193.98,No
CUST-01213,Female,0,Yes,Yes,53,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),74.77,3968.87,Yes
CUST-01214,Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),57.07,932.96,Yes
CUST-01215,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.39,1451.54,No
CUST-01216,Male,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,18.0,No
CUST-01217,Female,0,Yes,Yes,60,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,59.4,3611.5,Yes
CUST-01218,Female,0,No,No,71,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,54.39,3801.92,No
CUST-01219,Male,0,No,No,55,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,69.13,3742.3,Yes
CUST-01220,Male,0,No,No,35,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,66.07,2239.15,Yes
CUST-01221,Male,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,27.71,1891.47,No
CUST-01222,Female,1,No,Yes,42,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Electronic check,71.66,2976.33,Yes
CUST-01223,Male,0,No,No,69,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,58.99,4099.22,No
